,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
82,0.76,0.0955,182.071,0.129,0.0357,0.0448,0.34,233593,-7.753,0.0381,6E7mneOYKKKFivxPHeRWE7,4
83,0.921,0.262,107.049,0.118,5.08e-05,1.47e-06,0.539,238213,-2.688,0.232,6xrqktHyZEDvPJSEsxuwYz,4
84,0.626,0.112,129.996,0.0332,0.0135,0.0,0.726,287073,-8.884,0.634,5UDIJbA6a3epCgntdODPCl,4
85,0.954,0.466,114.964,0.108,0.00528,0.0,0.643,224087,-3.255,0.54,4I58RPHVzDldHfK3t5HiZA,4
86,0.823,0.375,129.969,0.0394,0.00187,0.0,0.59,170427,-4.606,0.571,3tfTwukbzAVanIvsYeIEmj,4
87,0.862,0.148,87.48,0.034,0.00207,1.12e-05,0.686,187654,-3.426,0.472,2ouOVzQTzSsLa2OH1Zxhvu,4
88,0.693,0.225,92.031,0.22,0.0168,0.0,0.751,192813,-6.021,0.559,3hrh0gPGdpZiNYxkgpYe2Y,4
89,0.886,0.26,126.025,0.0837,0.00045,0.0,0.603,229933,-3.777,0.395,0i8JFpqe9cKwnrcvoNgl1L,4
90,0.613,0.11,95.96,0.277,0.245,0.0,0.712,235000,-8.512,0.381,0Y2EhhpZTKChZNerxIt6T9,4
91,0.938,0.14,94.019,0.0715,0.000644,0.00246,0.509,204347,-3.883,0.335,6rSuL1ViLO7Aljn2WD09s4,4
92,0.95,0.0377,178.018,0.0641,0.00021,0.0,0.376,179160,-4.067,0.438,6OMO6WdRhSfjMPAiPT94wH,4
93,0.865,0.056,183.052,0.121,0.000583,0.0,0.564,198173,-7.384,0.726,2RZWdE8kYPlCAcRUYDeuLC,4
94,0.702,0.0948,136.0,0.195,0.0925,0.0,0.806,185294,-7.578,0.101,48KQyOEsDflKNbt4yq6HgY,4
95,0.91,0.578,127.099,0.0639,0.0132,0.0,0.541,187360,-3.879,0.493,74inHQGjQj6w630tZ9wb2J,4
96,0.974,0.3,194.198,0.169,0.00123,0.0,0.328,206826,-2.863,0.334,5rRwE8PjHsBXfvQ2toLAA9,4
97,0.714,0.08,88.449,0.0609,0.0381,0.0,0.595,325333,-5.705,0.141,0Cw5iiA8OHWIhuIIA8u8N5,4
98,0.985,0.534,193.035,0.262,0.00827,0.0,0.378,213133,-3.86,0.41,5vB0cxSvzXuVh15EDD0Cej,4
99,0.783,0.216,87.154,0.138,0.00353,0.0,0.603,180333,-6.891,0.182,422lAAWQO9TqL1LxIPdhOn,4
0,0.726,0.0976,139.059,0.282,0.259,0.0,0.763,126346,-6.405,0.349,7floNISpH8VF4z4459Qo18,4
1,0.826,0.252,112.865,0.311,0.095,3.42e-06,0.493,189974,-3.106,0.75,6R0GRYk2vs2XuBVemYK5YZ,4
2,0.805,0.139,150.021,0.101,0.161,1.69e-06,0.668,166624,-4.964,0.31,1T5mVPJE6LilJ7f73L3UDo,4
3,0.549,0.0719,109.998,0.0672,0.00572,0.335,0.796,169320,-6.285,0.0479,0LX4f8NnYnGxuryfP1MtJf,4
4,0.486,0.12,108.985,0.0912,0.173,0.0,0.815,141846,-8.733,0.161,0cbTAd02EwRloIIOjTTCDC,4
5,0.286,0.0681,120.06,0.352,0.0125,1.69e-06,0.843,146064,-10.575,0.265,4UUFTQKwwId0n1P9t4ZQhx,4
6,0.335,0.0677,119.98,0.379,0.0387,0.0,0.88,210129,-9.757,0.214,33OG3eJX77UAcaTzQa0xIu,4
7,0.698,0.205,153.124,0.469,0.145,0.0,0.635,286440,-8.242,0.53,4cr3qfdLz6co4iwSomOYw5,4
8,0.695,0.107,128.063,0.26,0.0179,0.0,0.755,101851,-5.963,0.493,3WUa9TpHDoRGeChKDRRUqv,4
9,0.853,0.116,102.034,0.304,0.205,0.0,0.714,220656,-4.9,0.178,3IIArPxV2jUXk2zTKbzCVx,4
10,0.789,0.378,119.999,0.0383,0.0304,0.0,0.803,106021,-3.434,0.647,1rsAFUCa6BVMgRQ3FCQQsi,4
11,0.366,0.0964,122.991,0.136,0.0214,0.0,0.793,159522,-10.051,0.278,2INqEk4ko5AsGVLBsiKiQe,4
12,0.761,0.334,149.97,0.104,0.0111,0.00359,0.825,163371,-5.389,0.161,5o7ZDvfOry1MNhNLBOJulo,4
13,0.813,0.0801,122.984,0.27,0.0624,1.23e-06,0.938,90747,-6.872,0.73,2gfKNyAHI4MBwBkkP3hXCE,4
14,0.659,0.11,156.004,0.268,0.000856,8.17e-06,0.681,173294,-6.405,0.225,7uuBfgY1vBCalrQRyyQhqs,4
15,0.925,0.287,137.989,0.311,0.244,0.0,0.717,212245,-4.246,0.412,3STThGLjuFSaoseZvWupmx,4
16,0.553,0.383,121.968,0.0735,0.201,0.000233,0.781,135497,-4.277,0.308,1fEl5TPKRJAsuP6TqZ23hB,4
17,0.92,0.425,119.984,0.0449,0.18,0.00152,0.822,116053,-2.031,0.33,1d1CEnqzJk3f7nooWfdefu,4
18,0.963,0.309,149.987,0.288,0.00498,0.0,0.646,121913,-0.092,0.539,78EDmwVdZzp6vTl3hVWzpW,4
19,0.45,0.117,92.974,0.0311,0.0776,0.000217,0.625,206472,-9.985,0.0362,7Cye3UbCA6UNuDykdCf3AB,4
20,0.735,0.115,119.994,0.171,0.00454,0.0828,0.81,192000,-4.522,0.134,5VphpldmtVyZH6S8RpHWLT,4
21,0.526,0.111,131.942,0.083,0.004,3.34e-06,0.839,126171,-5.87,0.158,2HIyiTyHaweHWBTC3jIMjp,4
22,0.848,0.145,120.977,0.0955,0.0299,1.23e-06,0.663,168673,-4.03,0.326,0BiKFgl8a6UZvJhv8v0tCb,4
23,0.585,0.0959,139.968,0.288,0.248,0.0115,0.81,137107,-7.037,0.281,4zIMuGSdbGTahvHB7CloVR,4
24,0.772,0.399,130.32,0.317,0.0212,0.0,0.473,307905,-6.332,0.303,44AH8XwgrebHvQAZJbSrsV,4
25,0.233,0.0817,134.956,0.603,0.242,0.0,0.878,128669,-11.311,0.135,6IgtGf4ZmG3OPLmE1PFXrr,4
26,0.775,0.129,157.036,0.172,0.0553,0.0,0.66,157643,-4.926,0.635,2vjmyyAnDUzilFYxOlTdO1,4
27,0.631,0.221,182.389,0.476,0.184,0.0,0.755,142582,-4.485,0.198,5NT0aZqWImC9fTzkW4z48o,4
28,0.857,0.4,187.985,0.299,0.0321,0.0,0.599,151915,-5.7,0.469,0zl3PdjIl320fK0pxBGWNR,4
29,0.895,0.32,119.904,0.136,0.0505,0.00423,0.585,193567,-3.663,0.181,7Cq27Qc3WRyQ3ddwVslpVZ,4
30,0.581,0.379,116.988,0.269,0.104,0.0,0.808,210387,-8.793,0.722,3xFqnmy3DltBMTOQVL2xvS,4
31,0.514,0.115,120.011,0.0449,0.0336,0.000164,0.694,142000,-11.063,0.136,3MAfAtD9lKvugbWzaz21LS,4
32,0.446,0.121,115.039,0.0612,0.0303,1.75e-05,0.973,135340,-9.355,0.265,3kZAm2TC74lBJFPDoV40Qc,4
33,0.562,0.117,94.91,0.0349,0.0131,0.00133,0.489,126302,-6.071,0.0397,17ogq23URBFExgIEnqbzOv,4
34,0.781,0.114,93.474,0.103,0.0237,0.0,0.476,123661,-4.71,0.175,4H74gbbaADS905j4pgCfbb,4
35,0.743,0.452,120.16,0.234,0.0191,0.0232,0.618,151690,-4.458,0.249,1rr9KQgLpdA8gN307EufaA,4
36,0.687,0.0586,121.949,0.139,0.0615,6.24e-06,0.839,246360,-7.071,0.0752,7jMm9nHuU9DhQzDDAtWfqK,4
37,0.892,0.346,145.975,0.177,0.079,0.000252,0.674,174393,-4.58,0.458,1s8TAeakEw0eFBwIru8fJO,4
38,0.812,0.166,139.923,0.0955,0.00376,4.9e-06,0.519,192496,-5.253,0.125,0L3KTdcdKyugN5j7hB3yj4,4
39,0.648,0.0984,106.075,0.0832,0.0725,0.00592,0.849,111020,-6.188,0.196,4irYeuAi87yyGHcI4h9s0x,4
40,0.573,0.657,144.946,0.181,0.0332,0.0163,0.909,134271,-6.856,0.392,7tUXZgLbOCvRJ9FBlairoU,4
41,0.413,0.218,108.036,0.31,0.0112,6.96e-05,0.774,108852,-8.835,0.127,5DNTCKpA8utYEWLIBcfkBS,4
42,0.59,0.114,112.97,0.263,0.0391,0.0107,0.829,127128,-7.818,0.332,0KRKqIJPX6LT9v1ZQGbfn7,4
43,0.62,0.0926,105.003,0.306,0.398,0.0,0.727,169979,-6.443,0.555,658I1uDnmLSiltFCf98AWE,4
44,0.609,0.128,140.15,0.372,0.00624,0.000121,0.77,93727,-6.38,0.293,3PLHEJsJTGsDg2ExhxZetY,4
45,0.665,0.132,119.934,0.325,0.131,0.00219,0.499,199500,-5.175,0.197,5VfMwt9My7JDyfbxilXjkw,4
46,0.767,0.102,91.981,0.258,0.00214,0.0,0.779,154565,-5.462,0.523,6kp0inxIexxSiDJfWqq0ZL,4
47,0.814,0.0556,156.985,0.42,0.0598,0.0134,0.831,124539,-7.364,0.389,2Vc6NJ9PW9gD9q343XFRKx,4
48,0.805,0.102,89.928,0.203,0.225,0.0343,0.398,145920,-10.423,0.303,0tZoZZlZOxLXidgrNrF38p,4
49,0.925,0.372,139.056,0.326,0.00171,2.31e-06,0.348,149802,-6.411,0.142,06JaZOCOBEWlsY0TEfBwqc,4
50,0.96,0.383,119.938,0.467,0.0878,6.11e-05,0.465,110811,-4.772,0.164,2fMCv3yixOLxHX1VIkJkSi,4
51,0.736,0.198,100.036,0.311,0.104,0.0571,0.401,126003,-4.99,0.301,2LymrmdPzZttyG6fNQCuym,4
52,0.573,0.0874,115.503,0.0673,0.00362,0.0,0.628,132702,-8.161,0.0387,2XLdbJRfl2UHHzIurEFgAA,4
53,0.976,0.315,140.065,0.0527,0.0713,0.0,0.56,147429,-0.631,0.116,3cy5kSb3ZxYKoPg3WRgQoT,4
54,0.992,0.453,139.974,0.357,0.0216,0.0,0.556,140643,1.012,0.544,7FtWVXTk9Uw9gTDxUrt8ar,4
55,0.867,0.384,114.422,0.225,0.0406,3.81e-06,0.523,127687,-3.397,0.495,6Fz6DNeFPJN8PwuSEJkzw5,4
56,0.636,0.406,139.953,0.0477,0.00763,0.864,0.514,130500,-8.255,0.0936,1ofn1fyK3vqoW9brbxn5pF,4
57,0.907,0.0894,119.922,0.391,0.0148,4.91e-05,0.569,132630,-5.226,0.326,1eBg9Rix0XTms2en8xSn7E,4
58,0.708,0.0927,120.045,0.0494,5.19e-05,0.0,0.836,76042,-4.065,0.0374,1j82fFDqVM2Sgb8tfMidBv,4
59,0.583,0.0519,144.819,0.185,0.0698,1.79e-06,0.709,156038,-5.738,0.0376,6XKUDYEbfo5zFupDkNGvrV,4
60,0.959,0.293,179.789,0.538,0.118,1.44e-06,0.317,133351,-0.962,0.0648,0da0nAdTGQNZ5jPUtZK0Vg,4
61,0.909,0.126,139.833,0.284,0.0254,0.0,0.543,137143,-3.199,0.43,4fXtpQEh7EMrnWaf1lDpeE,4
62,0.965,0.371,109.793,0.31,0.105,1.15e-06,0.526,154255,2.363,0.244,1meazaxMBeObBXh4sHxgee,4
63,0.98,0.835,140.037,0.377,0.191,0.0,0.613,154552,-0.291,0.321,1dTxhLlIqMpySzMn758GXi,4
64,0.799,0.289,144.025,0.111,0.0573,4.18e-06,0.729,240213,-6.136,0.439,4d8BSdhx6WT5GtTOWpv4rh,4
65,0.799,0.197,129.991,0.119,0.00213,0.00238,0.521,175423,-3.418,0.58,6L1xCoabUfZUvYJ4NvPY2l,4
66,0.657,0.54,114.819,0.104,0.000447,0.0123,0.631,90712,-7.923,0.137,4d99Bcb8doOvy5VsKJVUBU,4
67,0.876,0.091,130.159,0.0639,0.015,0.0,0.566,112536,-1.473,0.0832,509tVeGxQtAkg4VsrQqnFC,4
68,0.787,0.0905,130.113,0.0456,0.000821,0.672,0.546,114471,-3.357,0.266,0a7dm5jcVp3j0sQeq6GYyN,4
69,0.98,0.383,117.125,0.132,0.344,0.0,0.618,169231,-0.749,0.155,2Eb5AK8EUN8oz5nlzSr4b7,4
70,0.857,0.154,155.998,0.0409,0.00011,2.75e-05,0.481,128000,-2.034,0.186,0pKBj3LRjGJ6iinoPs33Rc,4
71,0.852,0.76,170.312,0.487,0.0329,0.242,0.245,104471,-3.215,0.165,0oWsCGzK0hUCUxTQ2HtNGy,4
72,0.797,0.0766,134.861,0.541,0.135,5.45e-06,0.686,134060,-9.339,0.486,45IHQJ9qhPLz119sXzsydj,4
73,0.971,0.251,160.159,0.456,0.0891,0.0,0.547,182787,-1.469,0.495,0QYXLSF8shBrQXcoGsBePR,4
74,0.883,0.315,137.908,0.176,0.00634,0.0,0.652,108147,-2.591,0.0611,2YVjyeoxb2Pyzqbc6teqyq,4
75,0.843,0.102,71.647,0.225,0.00345,2.53e-05,0.473,183536,-5.981,0.24,1K86gziny1mnNIisKBqzhH,4
76,0.908,0.134,78.048,0.0575,0.0966,0.0,0.542,102587,-2.857,0.509,0T6wsLOq4GmZL4HtOseM4k,4
77,0.453,0.356,139.04,0.35,0.0378,0.000375,0.784,151131,-5.545,0.0733,0pEmCGi4ZwJvXmGVvPeaDi,4
78,0.617,0.734,149.962,0.442,0.113,0.0,0.808,166400,-9.32,0.632,74lnM5V6ecvoTPV0fvptx9,4
79,0.946,0.399,85.015,0.315,0.186,0.0,0.638,151107,-3.685,0.583,07miQb315ezd5obb3PPzQB,4
80,0.85,0.305,122.429,0.0458,0.0215,0.0,0.768,80690,-6.606,0.251,540TGB8rGRvADQ3wS2zufL,4
81,0.854,0.218,136.151,0.325,0.0164,0.0,0.569,100588,-2.987,0.148,0h9fXUdWJrA5hXnIGZktZw,4
82,0.719,0.465,140.08,0.117,0.0277,0.0,0.607,130064,-4.086,0.213,1TisGU2iKuIvJUm23gAg6d,4
83,0.5,0.125,129.006,0.166,0.00763,1.16e-06,0.956,104255,-7.159,0.3,1otcpLWDaprg3BOtE5MadV,4
84,0.555,0.103,115.978,0.0346,0.216,0.0,0.713,200687,-8.707,0.375,4AdoFtd3t8AJruXmTRWfNX,4
85,0.704,0.343,137.934,0.186,0.00509,2.29e-05,0.518,198458,-5.745,0.224,0M0sZSQR2r7J8eNDjTjhmO,4
86,0.841,0.269,139.998,0.199,0.0301,0.0,0.528,116571,-4.689,0.338,38Q1UlURazKzjjefYREQUc,4
87,0.805,0.379,129.865,0.0974,0.0165,0.0,0.643,144000,-6.691,0.205,4hqAEmMOw9IUq0ujmmedGb,4
88,0.464,0.412,130.164,0.274,0.184,0.0,0.858,142154,-7.152,0.0881,5gN2Z0Xp82DsWstq3lHGRi,4
89,0.862,0.48,113.252,0.0612,0.162,0.0,0.373,150267,-1.98,0.32,5T0YyRxyxtLDxLYJhLjqWM,4
90,0.853,0.354,141.995,0.541,0.0538,0.0,0.59,138000,-6.03,0.401,2KzojgmXHO92bQMpyiz4oZ,4
91,0.751,0.0728,109.98,0.198,0.0614,0.0,0.774,140326,-2.445,0.189,37gqBnUAZe8BY8WR56kDNk,4
92,0.905,0.907,114.938,0.253,0.161,0.0669,0.665,147305,-5.785,0.288,1nB6VmrPybx4xwkL80OqdA,4
93,0.529,0.101,129.979,0.0328,0.393,0.0336,0.751,162894,-10.398,0.063,5sqXH7GlmZmToMnGs6Q0nz,4
94,0.505,0.161,118.045,0.0637,0.176,0.395,0.695,135262,-11.742,0.107,21d1P7ckHoTJr1l1ZmtFxU,4
95,0.551,0.311,150.023,0.265,0.134,1.11e-05,0.703,172019,-9.939,0.375,4ogq83eKhBYXjzRaEtigvV,4
96,0.949,0.406,153.995,0.209,0.0814,0.0,0.447,176173,-5.043,0.24,4NIxSd3Rlyr0qBb9ejTC2z,4
97,0.831,0.434,141.072,0.0639,0.00495,1.9e-05,0.692,119380,-2.909,0.0984,2u0zjh7LkkHAiqYvh596F6,4
98,0.896,0.627,144.998,0.413,0.0736,0.0,0.577,76000,-4.247,0.371,6TBG2B3jJukN4lr5LOwyJH,4
99,0.897,0.322,125.018,0.16,0.00848,0.0,0.541,130560,-1.613,0.457,1lOSZBX4HxLqzMwdYxluVI,4
0,0.728,0.106,114.996,0.0468,0.298,0.0,0.714,177955,-4.595,0.901,1qEmFfgcLObUfQm0j1W2CK,1
1,0.887,0.27,114.942,0.0795,0.0581,2.71e-06,0.693,278282,-5.039,0.864,5pyoxDZ1PX0KxBxiRVxA4U,1
2,0.455,0.107,99.945,0.0352,0.695,0.0,0.738,174560,-8.735,0.441,1brnLTvarI9D1hLP6z2Ar8,1
3,0.715,0.107,107.041,0.04,0.258,0.0568,0.72,193813,-4.652,0.357,5LYMamLv12UPbemOaTPyeV,1
4,0.905,0.151,143.952,0.0518,0.0044,0.0,0.606,151533,-3.117,0.706,2wVWGFVkL5I3JGsoWBx2AZ,1
5,0.611,0.0834,105.26,0.0307,0.34,0.00115,0.683,296907,-6.416,0.598,5f25QtKgXtaNcbZOCmVFUL,1
6,0.781,0.0813,139.934,0.0555,0.0767,2.64e-05,0.573,231907,-6.406,0.343,1UZOjK1BwmwWU14Erba9CZ,1
7,0.803,0.111,126.016,0.0353,0.116,0.000275,0.913,154628,-3.911,0.947,2gdBsRfuWGwJwe3X5XwZuI,1
8,0.583,0.406,150.566,0.0376,0.185,0.0,0.491,183307,-10.964,0.908,3yrSvpt2l1xhsV9Em88Pul,1
9,0.526,0.108,130.694,0.0281,0.243,0.00537,0.521,268293,-6.032,0.502,37zuIvk4KBkAxxLJsxJaHq,1
10,0.804,0.0685,107.383,0.0473,0.172,0.00028,0.731,205933,-7.621,0.957,7GVUmCP00eSsqc4tzj1sDD,1
11,0.715,0.0892,141.872,0.0455,0.148,0.0,0.637,210576,-4.971,0.308,38T0tPVZHcPZyhtOcCP7pF,1
12,0.533,0.332,183.791,0.0473,0.429,3.66e-06,0.443,222813,-5.956,0.596,2DNXgvkyv35vTWvdgjs7qn,1
13,0.754,0.0965,89.998,0.0966,0.343,2.6e-06,0.779,174733,-4.358,0.883,0k5hoseEJnCAbpRh38dNoI,1
14,0.905,0.0593,173.982,0.0733,0.0984,0.00019,0.583,226827,-6.132,0.646,2vz1CsL5WBsbpBcwgboTAw,1
15,0.938,0.0823,133.96,0.0351,0.00297,0.0,0.546,147040,-2.96,0.881,0JsyYwcVC0PwaCewYnEBYJ,1
16,0.824,0.0888,118.818,0.0453,0.207,0.000307,0.709,291293,-8.824,0.867,2tUBqZG2AbRi7Q0BIrVrEj,1
17,0.954,0.0555,178.043,0.0476,0.00414,0.0,0.425,243160,-3.756,0.933,0Ph6L4l8dYUuXFmb71Ajnd,1
18,0.977,0.13,126.011,0.134,0.015,0.0,0.507,233620,-2.845,0.34,6neF3KiuooS7xcTtj18PRL,1
19,0.747,0.339,98.03,0.149,0.276,0.0,0.829,191607,-3.511,0.576,2X8AGLwb9F0JzJ9zT27a22,1
20,0.799,0.0643,122.018,0.0347,0.0357,0.417,0.705,303627,-4.776,0.658,5b1je14Oz92lpIlIMLieWw,1
21,0.338,0.248,177.765,0.0329,0.652,3.73e-06,0.388,303373,-10.054,0.478,2RlgNHKcydI9sayD2Df2xp,1
22,0.896,0.0671,125.571,0.037,0.00106,0.0,0.587,234187,-4.178,0.721,0qo9Q7ovei8Yqul3zbHX4h,1
23,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,2grjqo0Frpf2okIBiifQKs,1
24,0.741,0.347,168.902,0.0365,0.0035,2.91e-06,0.346,223718,-5.578,0.359,74kqTZLnGoPtCwGecA37Xi,1
25,0.887,0.124,134.052,0.0503,0.0573,2.87e-06,0.807,187920,-3.726,0.961,5jE48hhRu8E6zBDPRSkEq7,1
26,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,1
27,0.882,0.13,120.016,0.0311,0.00296,0.0544,0.699,196813,-3.896,0.657,6jg5SRvdGxvJ0DzNV0UqEK,1
28,0.624,0.104,92.984,0.0929,0.325,0.0,0.765,189080,-4.932,0.277,4dLIAE3xbJLoiIBbKkZWJk,1
29,0.732,0.157,110.011,0.0508,0.0305,0.0,0.77,222680,-4.601,0.889,3JTjLyrnevl9ASw3ayGO2P,1
30,0.727,0.123,102.322,0.0353,0.139,0.0,0.669,243493,-7.588,0.807,6xkryXuiZU360Lngd4sx13,1
31,0.795,0.124,172.564,0.0444,0.00482,5.37e-05,0.498,207307,-5.992,0.762,0aqRkWPAL9BGCvvdSiXaE9,1
32,0.779,0.101,173.799,0.0779,0.112,0.000373,0.468,217747,-4.839,0.26,1yvMUkIOTeUNtNWlWRgANS,1
33,0.856,0.065,127.993,0.0605,0.192,0.0,0.757,234667,-4.494,0.764,3qaHzxjNtFU7QiEuhGx70x,1
34,0.782,0.317,79.427,0.185,0.375,0.0,0.655,184227,-4.789,0.832,3cU2wBxuV6nFiuf6PJZNlC,1
35,0.802,0.163,113.796,0.0917,0.0273,0.0,0.668,225789,-4.005,0.769,6sZo5nJIsFWXefRCCexpx0,1
36,0.546,0.0656,137.027,0.295,0.153,0.0,0.838,206533,-6.811,0.745,51LIqkda3pTeECZUhMnool,1
37,0.651,0.105,97.923,0.0324,0.292,0.00241,0.692,254560,-8.267,0.706,0bRXwKfigvpKZUurwqAlEh,1
38,0.888,0.0888,100.975,0.0293,0.013,2.23e-06,0.649,208467,-4.807,0.553,2lwwrWVKdf3LR9lbbhnr6R,1
39,0.518,0.104,151.891,0.0897,0.223,0.0,0.815,177667,-6.594,0.877,0uI7yAKUf52Cn7y3sYyjiX,1
40,0.749,0.604,94.103,0.0886,0.0848,0.0,0.652,267413,-5.248,0.651,1z6WtY7X4HQJvzxC4UgkSf,1
41,0.906,0.299,118.024,0.0321,0.0107,0.0,0.614,172314,-4.484,0.755,0v7T0g9Uh8LE1x2oOD7f9X,1
42,0.713,0.157,102.005,0.0654,0.0246,2.74e-05,0.751,187095,-5.846,0.474,0ZERGmkfuDSrLaIzEGFdiH,1
43,0.729,0.245,169.998,0.138,0.274,0.0,0.659,153500,-6.436,0.722,5phuEZAscX7xyQgvxyLKir,1
44,0.791,0.0669,95.026,0.0317,0.262,0.000154,0.765,206227,-5.707,0.966,2TTYIwTM2iLC1YOyHuhRMt,1
45,0.748,0.447,118.852,0.0363,0.127,0.0,0.5,250987,-9.072,0.514,4bHsxqR3GMrXTxEPLuK5ue,1
46,0.48,0.108,101.993,0.0492,0.28,0.000782,0.843,180493,-11.574,0.762,2BydLQAh7CUIFvSEqAMc4x,1
47,0.784,0.125,114.93,0.133,0.15,0.0,0.761,161880,-4.977,0.691,0Yc0ziTsyjahYqlWXVXlTU,1
48,0.81,0.594,164.062,0.118,0.235,0.00396,0.72,189004,-6.618,0.893,1sSL9TPiaJ70iBOdGWEDuL,1
49,0.883,0.383,119.081,0.0448,0.0546,0.0,0.562,214773,-2.538,0.726,2oedUBDUmEwbmNnC2HJJn8,1
50,0.633,0.167,115.01,0.0683,0.127,0.0,0.448,206267,-5.451,0.326,4mFiHJd655dutwtNEBsn9g,1
51,0.548,0.184,127.508,0.0503,0.0363,6.83e-05,0.83,212947,-11.132,0.98,5MztBRRywrACJFq8tPNanu,1
52,0.762,0.0574,119.003,0.0351,0.461,0.0,0.676,207493,-4.172,0.81,3VA8T3rNy5V24AXxNK5u9E,1
53,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,1
54,0.8,0.0822,100.011,0.0399,0.00584,0.0,0.706,259333,-6.333,0.629,3U5JVgI2x4rDyHGObzJfNf,1
55,0.9,0.0685,100.721,0.0874,0.0884,0.063,0.682,179499,-5.028,0.937,3jfZ9M23l0L7RxzYMTgBTv,1
56,0.705,0.141,100.669,0.0357,0.18,0.0,0.701,232960,-6.18,0.71,6HcQZfMrw3KwGyzrKw1Pjy,1
57,0.565,0.0811,116.61,0.0271,0.124,0.0,0.626,233507,-10.027,0.924,6tunhVGD8C05MZNjSVIsjw,1
58,0.707,0.143,125.005,0.0595,0.181,3.68e-06,0.721,158206,-6.364,0.743,2aPTvyE09vUCRwVvj0I8WK,1
59,0.692,0.0864,116.959,0.0259,0.0157,0.0,0.609,233720,-2.958,0.454,2eAvDnpXP5W0cVtiI0PUxV,1
60,0.833,0.3,124.984,0.0417,0.00853,0.00131,0.637,165120,-5.026,0.251,4fytEaLJpb67c6iq1xUG8e,1
61,0.382,0.411,116.557,0.0309,0.0422,4.74e-06,0.487,261280,-10.889,0.714,1H5IfYyIIAlgDX8zguUzns,1
62,0.791,0.157,102.071,0.124,0.0384,0.0,0.72,175427,-4.689,0.756,2Dz8KeCYs9awlwUJStJlmh,1
63,0.622,0.33,139.927,0.0967,0.0684,0.0,0.842,140733,-5.437,0.587,6eVM9lCmIqwGTUOoeH61Lu,1
64,0.805,0.172,91.999,0.0632,0.531,0.0,0.631,147391,-2.646,0.906,4gtkHMuEMhysN6ZitUSRBf,1
65,0.655,0.035,114.503,0.102,0.114,0.00016,0.775,323253,-7.333,0.346,44CZRkOxv7UItaAUmh8PgN,1
66,0.709,0.029,122.019,0.0838,0.0048,0.0,0.7,202960,-5.006,0.624,1gv4xPanImH17bKZ9rOveR,1
67,0.837,0.289,120.028,0.142,0.0991,0.0,0.755,199693,-2.718,0.714,0HPD5WQqrq7wPWR7P7Dw1i,1
68,0.551,0.244,90.005,0.0363,0.151,0.0,0.7,140086,-6.699,0.737,4bh2jy0vLIrXE1Cnq2u8gG,1
69,0.77,0.112,135.018,0.0335,0.109,0.0,0.736,209516,-6.477,0.837,3Q7o2zzvXj7QiSCumjBpvu,1
70,0.795,0.296,109.994,0.105,0.00988,2.79e-06,0.868,167360,-4.035,0.925,1aRcazIFzvRrybZXVdFT1M,1
71,0.571,0.0912,105.049,0.0439,0.0558,0.0,0.575,197947,-7.906,0.449,4NBTZtAt1F13VvlSKe6KTl,1
72,0.861,0.209,111.011,0.0411,0.049,0.0,0.781,156633,-6.893,0.711,59QI3gSnv576kHyV4Jqt36,1
73,0.867,0.78,179.941,0.041,0.21,0.0,0.492,199605,-2.404,0.734,1nNfkK3cfckAyTmNRk1b60,1
74,0.607,0.191,81.001,0.1,0.0267,0.000307,0.684,195373,-8.127,0.498,0JXXNGljqupsJaZsgSbMZV,1
75,0.783,0.18,104.993,0.0368,0.0285,0.00164,0.636,163429,-6.949,0.678,4h83bb7xRzB7Qo735CjLMH,1
76,0.583,0.127,110.974,0.0353,0.19,0.00103,0.829,148869,-8.586,0.765,1cxPOIEirHd43X5qeGebUY,1
77,0.633,0.201,159.906,0.0441,0.0429,0.0,0.482,174944,-6.108,0.378,76ZRoeAgtae628jiFYDLCT,1
78,0.751,0.175,89.97,0.0905,0.0157,0.0,0.813,198295,-2.932,0.661,4hM1rUoUrthsX8D4BH74MO,1
79,0.689,0.062,176.087,0.368,0.391,0.0,0.764,161159,-5.286,0.779,1XzihhvRzOHYmVImIZ9g8Q,1
80,0.748,0.394,130.03,0.0443,0.000687,0.0,0.56,195825,-6.845,0.293,1P3w91ud5pF4JO80730Mra,1
81,0.645,0.184,142.07,0.0643,0.0836,2.26e-06,0.778,168421,-6.374,0.558,16k7sLX58uNRKuueVzG6jy,1
82,0.929,0.102,170.017,0.0966,0.0527,3.54e-05,0.427,202676,-7.211,0.558,75iRM5xxTcvrq1bjhFdFCQ,1
83,0.678,0.101,103.952,0.0324,0.0151,5.71e-06,0.693,228267,-7.159,0.404,6oJ6le65B3SEqPwMRNXWjY,1
84,0.823,0.108,192.205,0.311,0.00144,0.0,0.457,230733,-4.76,0.578,1QNqrsNQ1JVLEwncov3lEY,1
85,0.438,0.0764,175.139,0.0529,0.064,0.0,0.424,144893,-15.192,0.924,6fvIzrJ6boUDFF19fH4S2s,1
